url,raw_content
https://www.lsm.lv/raksts/kultura/izklaide/08.05.2026-ar-mamindienai-veltitiem-pasakumiem-riga-saksies-gimenes-menesis.a646299/,"Māmiņdienas pasākumi Rīgā
Māmiņdienā Rīgā paredzēti vairāki pasākumi dažādās norises vietās.
Pulksten 12.00 kultūras pils ""Ziemeļblāzma"" parkā izskanēs koncerts māmiņām, vecmāmiņām, vecvecmāmiņām, krustmātēm un tantēm ""Melodiju pušķis mammai"" ar aktieriem Ēriku Egliju-Grāveli un Gintu Grāveli.
Savukārt kultūras centra ""Mazā ģilde"" dārzā no pulksten 12.00 līdz 14.30 notiks Mātes dienai veltītas radošās darbnīcas ""Mīļdarbnīcas"", kurās varēs izgatavot dāvanas māmiņām un vecmāmiņām – saldumus, atslēgu piekariņus, grāmatzīmes un citas mīļlietiņas. Bet pulksten 15.00 ""Mazajā ģildē"" izskanēs koncerts ""Dziesma mātei"", kurā piedalīsies jauktais koris ""Skaņupe"" un Dailes teātra dziedošie aktieri Gints Grāvelis, Agate Grīnhofa un Ralfs Puzāns, kas izpildīs latviešu kino mūzikas pērles."
https://www.lsm.lv/raksts/dzive-stils/tehnologijas-un-zinatne/07.05.2026-latvija-notiks-excel-esports-sacensibas-uzvaretajs-dosies-uz-pasaules-cempionatu-asv.a646057/,"Latvijā 20. augustā pirmo reizi norisināsies ""Excel Esports"" čempionāta posms, kura uzvarētājs dosies uz pasaules čempionātu Lasvegasā, informēja rīkotāji, norādot, ka sacensībās var piedalīties ikviens Latvijas pilsonis un rezidents. 
11. jūnijā notiks ""Excel Esports"" čempionāta Latvijas posma tiešsaistes kvalifikācija, kurā tiks noskaidroti labākie spēlētāji, kuri 20. augustā tiksies klātienes finālā Rīgā. 
Čempionāta uzvarētājs iegūs iespēju pārstāvēt Latviju ""Microsoft Excel World Championship"" ceturtdaļfinālā Lasvegasā un cīnīties par daļu no 100 000 ASV dolāru balvu fonda. 
Kā skaidroja rīkotāji, ""Microsoft Excel"" esports ir strauji augoša sacensību disciplīna, kurā dalībnieki ierobežotā laikā risina ""Excel"" izklājlapu datu un loģikas uzdevumus, demonstrējot ātrumu, loģiku un radošu domāšanu. Turnīra formāts mudina labi pazīstamo biroja darba programmatūru ieraudzīt jaunā gaismā, profesionālo modelēšanu pārvēršot aizraujošā skatītāju sportā."
https://www.lsm.lv/raksts/dzive-stils/vide-un-dzivnieki/09.05.2026-kaiju-saucienu-atdarinasanas-sacensibas-pulce-daudzus.a646414/,"Lieli un mazi putnu mīļotāji sestdien, 9. maijā, tikās vēl nebijušā pasākumā – kaiju saucienu atradināšanas sacensībās. Ideja rīkot šādu konkursu radās uzņēmumam ""Getliņi Eko"", un var teikt, ka pirmās sacīkstes aizvadītas skaļi.
Katrs ķērcējs saņem aplausu vētru un asprātīgu ornitologa komentāru. Dalībnieki paši ikdienā sadzīvo ar kaiju balsīm. Tāpēc mācīties atdarināt bijis viegli. 
""Priekš pirmās reizes labi. Eiropas čempionātā bija 70 dalībnieki. Mums 25. (..) Tā mums ir ikdiena, kā pienāk kravas, tā viņām [kaijām] maltīte,"" klāstīja ""Getliņu Eko"" pārstāvis Edgars Butāns.
Pie papildu punktiem tika tie dalībnieki, kuri bija īpaši domājuši arī par savu tērpu. Bet bērniem, kuriem viss notiekošais sagādāja īpašu jautrību, žūrija stingri piekodināja šos saucienus nemēģināt atkārtot mājās."
https://www.lsm.lv/raksts/dzive-stils/veseliba/10.05.2026-latvija-pern-186-saslimusi-ar-ercu-encefalitu-eksperti-aicina-valsti-apmaksat-vakcinaciju-vismaz-visiem-berniem.a646448/,"Pērn Latvijā 186 cilvēkiem konstatēts ērču encefalīts, kas bija par 20 gadījumiem vairāk nekā iepriekšējā gadā. No tiem ap 20 – bērni, vēstīja Slimību profilakses un kontroles centrā (SPKC). Šīs slimības pārnēsātājas – ērces – šogad modās martā. Šajā sezonā Bērnu slimnīcā ar encefalītu saslimuši bērni nav reģistrēti, taču 39 bērniem slimnīcas ārsti noņēmuši ērces. Eksperti uzsver vakcinācijas nozīmi un uzskata – būtu jāmaina kārtība un vakcīnas būtu jāapmaksā vismaz visiem Latvijas bērniem."
https://www.lsm.lv/raksts/zinas/latvija/09.05.2026-latvija-pirmo-reizi-notiek-gulbuvju-namdaru-sacensibas.a646397/,"Latvijā pirmo reizi Bulduru tehnikumā aizvadītas namdaru sacensības, kurās desmit amata pratēji demonstrēja prasmes tradicionālajā guļbūvju būvniecībā. Lai arī nozare saglabā senās amata tradīcijas, paši meistari atzīst – speciālistu kļūst arvien mazāk, un šo arodu šobrīd visbiežāk apgūst, mācoties pie meistara.  
Ar kaltu un motorzāģi desmit dalībnieku uzdevums bija izveidot precīzu baļķu savienojumu, kur vērtēta gan darba kvalitāte un precizitāte, gan amata paņēmieni. 
""Man liekas, ka tas ir viens no vieglākajiem savienojumiem. Es tā uzskatu. Man jau patīk vairāk norvēģu prakses un dzegas. Tie ir tādi foršākie un tie arī liekas smukāki,"" teica konkursa dalībnieks Andrejs Komarovs no Talsiem.
Komarovs šo amatu apguva pirms aptuveni 20 gadiem, kļūstot par zelli pieredzējušam meistaram. ""Gribējās strādāt kaut ko ar koku. Zināju, ka ir vajadzīgi strādnieki, aizgāju un kopā arī likām spāres un mācījāmies. Viņš jau mācēja. Man sanāca diezgan ātri.""
Latvijā specializētu namdaru skolu vairs nav. Šobrīd pieaugušo izglītības iespējas nodrošina Bulduru tehnikums, taču nozarē atzīst – lai kļūtu par īstu meistaru, ar to vien nepietiek."
https://www.lsm.lv/raksts/zinas/ekonomika/09.05.2026-riga-un-tallina-degvielas-cenas-kapj-vilna-samazinas.a646378/,"Pagājušajā darba nedēļā Rīgā un Tallinā degvielas cenas palielinājās, bet Viļņā tās samazinājās, liecina aģentūras LETA apkopotie dati.
Darba nedēļas beigās augstākā benzīna cena bija Tallinā, seko Rīga un Viļņa. Savukārt dīzeļdegviela visdārgākā bija Viļņā, seko Rīga, bet vismazāk dīzeļdegviela darba nedēļas beigās maksāja Tallinā. 
95. markas benzīna cena Rīgā, ""Circle K"" degvielas uzpildes stacijā Krasta ielā, nedēļas laikā palielinājās par 1,7 % un piektdien bija 1,844 eiro par litru, bet dīzeļdegvielas cena kāpa par 1,5 % – līdz 1,984 eiro par litru. 
"
https://www.lsm.lv/raksts/zinas/latvija/06.05.2026-otrdienas-vakara-nicgales-pagasta-dedzis-dizelvilciens-evakuejusies-60-pasazieri.a645822/,"Otrdien, 5. maijā, Augšdaugavas novada Nīcgales pagastā dedzis pasažieru dīzeļvilciens, informēja Valsts ugunsdzēsības un glābšanas dienests (VUGD).
Izsaukumu VUGD saņēma plkst. 21.08. Dedzis vilciena motora nodalījums 10 kvadrātmetru platībā. Pirms VUGD ierašanās no vilciena evakuējās 60 cilvēki. Plkst. 23.45 darbi notikuma vietā noslēdzās."
https://www.lsm.lv/raksts/sports/citi/12.02.2026-sorttrekists-kruzbergs-izcina-rekordaugsto-5-vietu-1000-metru-slidojuma.a634432/,"Milānas–Kortīnas olimpiskajās spēlēs Latviju šorttrekā pārstāv divi sportisti – Roberts Krūzbergs un Reinis Bērziņš. Krūzbergs kļuva par pirmo latvieti, kurš ziemas olimpiskajās spēlēs sasniedzis A finālu, sacensības noslēdzot 5. vietā.
Fināla slidojumu Krūzbergs pieveica vienā minūtē un 24,681 sekundēs, no uzvarētāja atpaliekot tikai 0,144 sekundes."
https://www.lsm.lv/raksts/laika-zinas/laika-zinas/14.02.2026-latviju-parklajis-dzilakais-sniegs-kops-2013-gada.a634635/,"14. februāris, 
Pēc piektdienas sniegputeņa Latviju klāj dziļākā sniega sega kopš 2013. gada pavasara, liecina Latvijas Vides, ģeoloģijas un meteoroloģijas centra (LVĢMC) dati.
Augstākā sniega kārta LVĢMC novērojumu stacijās sestdienas rītā ir 62 centimetri Dagdā. Tik daudz sniega valstī nav bijis kopš 2013. gada aprīļa, kad Alūksnē sniega dziļums sasniedza 70 centimetrus.
Lielākās sniega segas biezuma izmaiņas – par 20 centimetriem – reģistrētas novērojumu stacijā ""Sīļi"" Līvānu novadā, kur sniega kārtas augstums pieaudzis no 38 līdz 58 centimetriem. Otrajā vietā ierindojas Gulbenes meteoroloģiskā stacija, kur sniega dziļums palielinājies par 18 centimetriem – no 28 līdz 46 centimetriem.
Daudzviet valstī sniega sega kļuvusi par vairāk nekā desmit centimetriem biezāka, bet daļā Kurzemes un Vidzemes ziemeļrietumos sniega krājumi nav pieauguši, vēja ietekmē dažās novērojumu stacijās pat reģistrēts neliels sniega segas biezuma samazinājums.
Novērojumu stacijā galvaspilsētas centrā sniega kārtas biezums palielinājies no 16 līdz 25 centimetriem.
Agrā sestdienas rītā sniega biezums novērojumu stacijās bija no pieciem centimetriem Mērsragā un septiņiem centimetriem Kolkā, Daugavgrīvā, Ainažos un Rūjienā līdz 50 centimetriem Daugavpilī, 54 centimetriem Krāslavas novada Piedrujā, 58 centimetriem Līvānu novada Sīļos un 62 centimetriem Dagdā.
40 centimetru robeža pārsniegta arī novērojumu stacijās Gulbenē un Rēzeknē, tā sasniegta Jēkabpilī un Skrīveros.
LVĢMC stacijās sniega segu mēra ultraskaņas sensors speciāli sagatavotā laukumā. Meteoroloģiskās stacijas parasti atrodas atklātā vietā, un novērojumu punktā vējš nereti nopūš sniegu vai dažkārt izveido kupenu, tādēļ vidējais sniega biezums apkārtnē var būtiski atšķirties no tā, kas izmērīts novērojumu stacijā.
Sestdienas rītā Latgales dienvidaustrumos turpina nedaudz snigt, gaisa temperatūra visā valstī ir -9...-14 grādi, pūš mērens ziemeļu, ziemeļaustrumu vējš, kas vietām putina sniegu. Tuvākajās diennaktīs nav gaidāmi būtiski nokrišņi, prognozē sinoptiķi."
https://www.lsm.lv/raksts/kultura/muzika/15.02.2026-jauno-muziku-konkursa-latvijas-jaunais-virtuozs-uzvar-sitaminstrumentaliste-sonja-misina.a634563/,"15. februārī noskaidrots, ka Latvijas Sabiedriskā medija (LSM) konkursa ""Latvijas jaunais virtuozs"" uzvarētāja ir sitaminstrumentāliste Sonja Misiņa, kura pārstāvēs Latviju starptautiskajā konkursā ""Eirovīzijas jaunie mūziķi"" 2026. gada 6. jūnijā Erevānā, Armēnijā. Otrajā vietā ierindojās Jeļena Jasjuļaņeca, savukārt trešo vietu ieguva Pauls Stradiņš, vēsta konkursa rīkotāji. "
https://www.lsm.lv/raksts/kultura/kino-foto-un-tv/15.02.2026-liepaja-sak-filmet-serialu-pedeja-skirsanas.a634689/,"Šajās sniegotajās dienās Liepāja kļuvusi par filmēšanas vietu jaunam Latvijas un Bulgārijas kopražojuma seriālam ""Pēdējā šķiršanās"" (""The Last Divorce of Communism""), kas uzvarēja LTV rīkotajā konkursā. Seriālu veido skatītāju iemīļotās daudzsēriju filmas ""Padomju džinsi"" autori – Staņislavs Tokalovs un Teodora Markova. Iecerēts, ka daudzsēriju filma uz ekrāniem nonāks 2027. gadā. Tikmēr Liepājā līdz 16. februārim dažādās lokācijās turpinās filmēšana."
https://www.lsm.lv/raksts/dzive-stils/motori/16.02.2026-kipsala-noskaidros-latvijas-labako-jauno-automehaniki.a634909/,"19. un 20. februārī Ķīpsalā noskaidros Latvijas labāko jauno automehāniķi. Konkursa ""Jaunais automehāniķis"" Latvijas finālā 12 audzēkņi no sešām tehniskajām skolām divu dienu garumā veiks praktiskus uzdevumus 12 darba stacijās, sacenšoties par iespēju pārstāvēt Latviju starptautiskajā finālā. Sacensības notiks izstādes ""Skola 2026"" ietvaros Ķīpsalas starptautiskajā izstāžu centrā. 
Finālā – jaunieši no visiem Latvijas reģioniem 
Pusfinālā februāra sākumā piedalījās 52 jaunieši no 13 tehniskajām skolām. Finālam kvalificējušies 12 audzēkņi no sešām mācību iestādēm – gan no Rīgas, gan reģioniem.
Konkursa organizatora – uzņēmuma ""Inter Cars Latvija"" – mārketinga nodaļas vadītājs Armands Umbraško norādīja, ka šogad pusfinālā jaunieši uzrādījuši augstāku vidējo zināšanu līmeni nekā iepriekšējos gados, tāpēc finālā gaidāma īpaši spraiga konkurence."
https://www.lsm.lv/raksts/dzive-stils/vide-un-dzivnieki/18.02.2026-rigas-zoologiskaja-darza-izstadits-kuprvala-skelets.a635307/,"Rīgas Zooloģiskajā dārzā atklāts jauns eksponāts – kuprvaļa skelets. Jūras milzis pirms 20 gadiem tika atrasts Vidzemes piekrastē pie Duntes, kad jūra to bija izskalojusi krastā. Toreiz neparastais atradums piesaistīja gan vietējo iedzīvotāju, gan zinātnieku uzmanību. Lai skeletu varētu saglabāt un izstādīt, speciālistiem nācās veikt ilgstošu attīrīšanu, konservēšanu un rūpīgu montāžu. Tagad tas kļuvis par vienu no lielākajiem un iespaidīgākajiem zooloģiskā dārza eksponātiem. 
Kuprvalis tika atrasts 2006. gada jūlijā. Aptuveni desmit metrus garais un desmit tonnas smagais jaunais tēviņš jau bija gājis bojā. Tika pieņemts lēmums dzīvnieku nogādāt Skultes ostā, kur to izcēla krastā, lai Latvijas Biozinātņu un tehnoloģiju universitāte Veterinārmedicīnas fakultātes speciālisti varētu veikt izpēti. 
Veterinārmedicīnas fakultātes dekāns Kaspars Kovaļenko stāstīja, ka pie viņa joprojām atrodas kuprvaļa ribas gabals. Sekcijas laikā tika izmantoti arī elektriskie zāģi, kurus pēc tam noma nevēlējās pieņemt atpakaļ, un vaļa smarža Jelgavā saglabājās vairākus mēnešus. 
Sekcijā atklājās, ka kuprvalim bija smagi sadragāti galvaskausa kauli, kas, visticamāk, radušies sadursmē ar kuģi. 
Lai skeletu sagatavotu ekspozīcijai, tika veikts ilgstošs sagatavošanas darbs – kauli vairākus mēnešus tika mērcēti, attīrīti un mazgāti, līdz tie kļuva piemēroti konservēšanai un montāžai. Zooloģiskā dārza valdes priekšsēdētājs Jānis Rudzītis norādīja, ka izaicinājumu netrūka un Baltijā šāds eksponāts ir vienīgais."
https://www.lsm.lv/raksts/zinas/latvija/19.02.2026-jauniesa-vecuma-slieksni-palielina-lidz-30-gadiem.a635458/,"Par jauniešiem likuma izpratnē turpmāk plānots uzskatīt personas vecumā līdz 30 gadiem, paredz ceturtdien, 19. februārī, Saeimā pieņemtie grozījumi Jaunatnes likumā. Līdz šim likumā bija noteikts, ka jaunietis ir persona vecumā no 13 līdz 25 gadiem.
Vecuma sliekšņa paaugstināšana ļaus plašākam jauniešu lokam saņemt valsts un pašvaldību atbalstu, piedalīties jaunatnes programmās un līdzdalības procesos, kā arī labāk pielāgot jaunatnes politiku mūsdienu sociālajai un ekonomiskajai realitātei, kurā izglītības iegūšana, ienākšana darba tirgū un patstāvīgas dzīves uzsākšana nereti notiek vēlāk nekā iepriekš.
Grozījumi arī precizē Izglītības un zinātnes ministrijas un pašvaldību kompetenci jaunatnes politikas jomā, kā arī nostiprina Jaunatnes starptautisko programmu aģentūras funkcijas jaunatnes politikas īstenošanā.
Likumā stiprināts arī nacionālais jaunatnes dialogs – konsultatīvs process, kura mērķis ir veicināt jauniešu līdzdalību un noskaidrot jauniešu viedokli par tādiem lēmumiem, tiesību aktiem un nacionāla līmeņa plānošanas dokumentiem, kuri var ietekmēt jauniešus un jaunatnes politiku valsts līmenī."
https://www.lsm.lv/raksts/dzive-stils/vide-un-dzivnieki/23.02.2026-rigas-zoodarzs-izzino-fantastiska-piecnieka-jeb-kapibaru-mazulu-vardus.a636008/,"Par ""fantastisko piecnieku"" sauktajiem kapibaru mazuļiem Rīgas zooloģiskajā dārzā izraudzīti vārdi – Andu, Frīda, Straume, Tamis un Maksimuss Otto.
Zoodārza pārstāvji atzina, ka vārdu izvēle bija visai grūta, jo no sabiedrības tika saņemti daudz radošu un sirsnīgu ieteikumu. 
Kapibaras kuplo ģimenes pieaugumu zoodārzā piedzīvoja pagājušā gada rudenī. 
Visi pieci mazuļi ir veseli un enerģiski, un tie dzīvo kopā ar trim pieaugušajām kapibarām – Oskaru, Tindru un Trusi. 
Kā skaidroja zoodārza pārstāvji, dzīvnieki veiksmīgi aug un arvien vairāk iepazīst apkārtējo vidi. Jāatgādina, ka kapibaras visu diennakti ir iespējams vērot arī tiešraidē, izņemot brīdi, kad tiek sakopta dzīvnieku mītne.
KONTEKSTS: 
2025. gada septembrī Rīgas Nacionālajā zooloģiskajā dārzā mītošajām kapibarām dzima mazulis, kuram tikai dažas nedēļas vēlāk pievienojās vēl četri. Nepilna mēneša laikā zoodārzā mītošo kapibaru skaits pieauga no trīs līdz astoņām."
https://www.lsm.lv/raksts/zinas/arzemes/24.02.2026-luvras-direktore-vairakus-menesus-pec-pardrosas-zadzibas-muzeja-atkapjas-no-amata.a636232/,"Pēc pagājušā gada oktobrī notikušās pārdrošās zādzības, kuras laikā tika nolaupītas Francijas kroņa dārglietas 88 miljonu eiro vērtībā, otrdien no amata atkāpusies Parīzes Luvras muzeja direktore. 
Elizejas pils apstiprinājusi, ka Loransa de Kāra iesniegusi atlūgumu un ka prezidents Emanuels Makrons to pieņēmis. 
19. oktobrī maskās tērpti noziedznieki gaišā dienas laikā ielauzās Luvrā un nozaga deviņus eksponātus no imperatoru kolekcijas, tajā skaitā Napoleonam un viņa sievai Žozefīnei piederošas rotaslietas. 
Zādzība ilga vien pāris minūtes, un zagļiem izdevās aizbēgt ar astoņiem priekšmetiem, kuru kopējā vērtība aplēsta uz 88 miljoniem eiro, bet to kultūrvēsturiskā nozīme ir nenovērtējama. 
Šī pārdrošā zādzība šokēja visu Franciju un pasauli un aktualizēja jautājumus par drošību muzejos. 
Visi četri zagļi ir aizturēti, bet nozagtās dārglietas tā arī nav atrastas. "
